,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
1127,20232_33052_13989_NEGB,SEMINARIO DE INVESTIGACION EN N.I._NEGB(),20232_33052_13989_NEGB,20232_33052,SEMINARIO DE INVESTIGACION EN N.I._NEGB(20232),20232/CIENCIAS CONTABLES Y ADMINISTRATIVAS - TUNJA/NEGOCIOS INTERNACIONALES JORNADA MIXTA/NIVEL 5,20232_33052_5,20232_33052,20232_17
1128,20232_31007_47720_INTRO-GEST-A,INTRODUCCION  A LA GESTION DE LA INNOVACIÓN_INTRO-GEST-A(),20232_31007_47720_INTRO-GEST-A,20232_31007,INTRODUCCION  A LA GESTION DE LA INNOVACIÓN_INTRO-GEST-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 2,20232_31007_2,20232_31007,20232_18
1129,20232_31007_47748_GEST-CCAL-A,GESTIÓN Y CONTROL DE CALIDAD_GEST-CCAL-A(),20232_31007_47748_GEST-CCAL-A,20232_31007,GESTIÓN Y CONTROL DE CALIDAD_GEST-CCAL-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 6,20232_31007_6,20232_31007,20232_18
1130,20232_31007_47728_FINAN-B,FINANZAS_FINAN-B(),20232_31007_47728_FINAN-B,20232_31007,FINANZAS_FINAN-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 6,20232_31007_6,20232_31007,20232_18
1131,20232_31007_47745_ING-PROC,INGENIERIA DE PROCESOS_ING-PROC(),20232_31007_47745_ING-PROC,20232_31007,INGENIERIA DE PROCESOS_ING-PROC(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 5,20232_31007_5,20232_31007,20232_18
1132,20232_31007_30635_LOG-DRIST-A,LOGISTICA DE DISTRIBUCIÓN_LOG-DRIST-A(),20232_31007_30635_LOG-DRIST-A,20232_31007,LOGISTICA DE DISTRIBUCIÓN_LOG-DRIST-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 7,20232_31007_7,20232_31007,20232_18
1133,20232_31007_47754_OPC-GRADO-I-A,OPCIÓN DE GRADO I_OPC-GRADO-I-A(),20232_31007_47754_OPC-GRADO-I-A,20232_31007,OPCIÓN DE GRADO I_OPC-GRADO-I-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 7,20232_31007_7,20232_31007,20232_18
1134,20232_31007_47755_OPC-GRADO-II-A,OPCIÓN DE GRADO II_OPC-GRADO-II-A(),20232_31007_47755_OPC-GRADO-II-A,20232_31007,OPCIÓN DE GRADO II_OPC-GRADO-II-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 8,20232_31007_8,20232_31007,20232_18
1135,20232_31007_47751_SGSST,GESTIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO Y MEDIO AMBIENTE_SGSST(),20232_31007_47751_SGSST,20232_31007,GESTIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO Y MEDIO AMBIENTE_SGSST(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 7,20232_31007_7,20232_31007,20232_18
1136,20232_31007_99131_INTRO-ING-A,INTRODUCCION A LA INGENIERIA_INTRO-ING-A(),20232_31007_99131_INTRO-ING-A,20232_31007,INTRODUCCION A LA INGENIERIA_INTRO-ING-A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA INDUSTRIAL JORNADA MIXTA/NIVEL 1,20232_31007_1,20232_31007,20232_18
1137,20232_31010_15674_CALAIR,CALIDAD DEL AIRE_CALAIR(),20232_31010_15674_CALAIR,20232_31010,CALIDAD DEL AIRE_CALAIR(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA MIXTA/NIVEL 7,20232_31010_7,20232_31010,20232_18
1138,20232_31008_30356_MEC-SOL II-B,MECÁNICA DE SÓLIDOS II_MEC-SOL II-B(),20232_31008_30356_MEC-SOL II-B,20232_31008,MECÁNICA DE SÓLIDOS II_MEC-SOL II-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 4,20232_31008_4,20232_31008,20232_18
1139,20232_31008_30359_MECA,MECANISMOS_MECA(),20232_31008_30359_MECA,20232_31008,MECANISMOS_MECA(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 5,20232_31008_5,20232_31008,20232_18
1140,20232_31008_30577_AUTO-AVANZ,AUTOMATIZACIÓN AVANZADA_AUTO-AVANZ(),20232_31008_30577_AUTO-AVANZ,20232_31008,AUTOMATIZACIÓN AVANZADA_AUTO-AVANZ(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 9,20232_31008_9,20232_31008,20232_18
1141,20232_31008_30127_TRANS-CAL,TRANSFERENCIA DE CALOR_TRANS-CAL(),20232_31008_30127_TRANS-CAL,20232_31008,TRANSFERENCIA DE CALOR_TRANS-CAL(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 6,20232_31008_6,20232_31008,20232_18
1142,20232_31008_30362_DIS-ESTRU-MAQ,DISEÑO DE ESTRUCTURAS DE MAQUINAS_DIS-ESTRU-MAQ(),20232_31008_30362_DIS-ESTRU-MAQ,20232_31008,DISEÑO DE ESTRUCTURAS DE MAQUINAS_DIS-ESTRU-MAQ(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA MECÁNICA JORNADA MIXTA/NIVEL 6,20232_31008_6,20232_31008,20232_18
1143,20232_32090_32112_METOD Y ENFO-B,MÉTODOS Y ENFOQUES DE LA ENSEÑANZA DE LAS LENGUAS_METOD Y ENFO-B(),20232_32090_32112_METOD Y ENFO-B,20232_32090,MÉTODOS Y ENFOQUES DE LA ENSEÑANZA DE LAS LENGUAS_METOD Y ENFO-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
1144,20232_32090_32125_DIDACTI Y DIS,DIDÁCTICA DE LAS LENGUAS Y DISEÑO DE MATERIALES CON INCLUSIÓN DE TIC TAC TEP*_DIDACTI Y DIS(),20232_32090_32125_DIDACTI Y DIS,20232_32090,DIDÁCTICA DE LAS LENGUAS Y DISEÑO DE MATERIALES CON INCLUSIÓN DE TIC TAC TEP*_DIDACTI Y DIS(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 5,20232_32090_5,20232_32090,20232_35
1145,20232_32090_32111_FONET Y FONO-C,FONÉTICA Y FONOLOGÍA DEL FRANCÉS_FONET Y FONO-C(),20232_32090_32111_FONET Y FONO-C,20232_32090,FONÉTICA Y FONOLOGÍA DEL FRANCÉS_FONET Y FONO-C(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
1146,20232_32090_32117_FRAN PREIN-B,FRANCÉS PREINTERMEDIO_FRAN PREIN-B(),20232_32090_32117_FRAN PREIN-B,20232_32090,FRANCÉS PREINTERMEDIO_FRAN PREIN-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 4,20232_32090_4,20232_32090,20232_35
1147,20232_32090_32112_METOD Y ENFO-A,MÉTODOS Y ENFOQUES DE LA ENSEÑANZA DE LAS LENGUAS_METOD Y ENFO-A(),20232_32090_32112_METOD Y ENFO-A,20232_32090,MÉTODOS Y ENFOQUES DE LA ENSEÑANZA DE LAS LENGUAS_METOD Y ENFO-A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 3,20232_32090_3,20232_32090,20232_35
1148,20232_32090_32097_LITEUN-B,LITERATURA UNIVERSAL_LITEUN-B(),20232_32090_32097_LITEUN-B,20232_32090,LITERATURA UNIVERSAL_LITEUN-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 2,20232_32090_2,20232_32090,20232_35
1149,20232_32090_32099_FRAN 2-B,FRANCÉS BÁSICO II_FRAN 2-B(),20232_32090_32099_FRAN 2-B,20232_32090,FRANCÉS BÁSICO II_FRAN 2-B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/LICENCIATURA EN ESPAÑOL Y LENGUAS EXTRANJERAS INGLÉS Y FRANCÉS JORNADA MIXTA/NIVEL 2,20232_32090_2,20232_32090,20232_35
1150,20232_31005_96503_CONSSF-B,CONSTRUCCION DE SOFTWARE_CONSSF-B(),20232_31005_96503_CONSSF-B,20232_31005,CONSTRUCCION DE SOFTWARE_CONSSF-B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 4,20232_31005_4,20232_31005,20232_18
1151,20232_31005_41155_DESMOV,DESARROLLO MOVIL_DESMOV(),20232_31005_41155_DESMOV,20232_31005,DESARROLLO MOVIL_DESMOV(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 7,20232_31005_7,20232_31005,20232_18
1152,20232_31005_41115_DESORSER,DESARROLLO ORIENTADO A SERVICIOS_DESORSER(),20232_31005_41115_DESORSER,20232_31005,DESARROLLO ORIENTADO A SERVICIOS_DESORSER(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 6,20232_31005_6,20232_31005,20232_18
1153,20232_31005_96905_TRGRI,TRABAJO DE GRADO I_TRGRI(),20232_31005_96905_TRGRI,20232_31005,TRABAJO DE GRADO I_TRGRI(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 9,20232_31005_9,20232_31005,20232_18
1154,20232_31005_96181_POO-C,PROGRAMACION ORIENTADA A OBJETOS_POO-C(),20232_31005_96181_POO-C,20232_31005,PROGRAMACION ORIENTADA A OBJETOS_POO-C(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 2,20232_31005_2,20232_31005,20232_18
1155,20232_31005_41157_VIDEOJUEGOS,DESARROLLO DE VIDEO JUEGOS_VIDEOJUEGOS(),20232_31005_41157_VIDEOJUEGOS,20232_31005,DESARROLLO DE VIDEO JUEGOS_VIDEOJUEGOS(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA DE SISTEMAS JORNADA MIXTA/NIVEL 9,20232_31005_9,20232_31005,20232_18
1156,20232_31009_30562_EXPR II- A,EXPRESION II_EXPR II- A(),20232_31009_30562_EXPR II- A,20232_31009,EXPRESION II_EXPR II- A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 2,20232_31009_2,20232_31009,20232_35
1157,20232_31009_30625_DIMEN DEL DISÑ,DIMENSIONES DEL DISEÑO DE INTERACCION _DIMEN DEL DISÑ(),20232_31009_30625_DIMEN DEL DISÑ,20232_31009,DIMENSIONES DEL DISEÑO DE INTERACCION _DIMEN DEL DISÑ(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 3,20232_31009_3,20232_31009,20232_35
1158,20232_31009_30609_PROYE INT II,PROYECTO DE INTERACCION II_PROYE INT II(),20232_31009_30609_PROYE INT II,20232_31009,PROYECTO DE INTERACCION II_PROYE INT II(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 5,20232_31009_5,20232_31009,20232_35
1159,20232_31009_30497_INTRO PROGR -A,INTRODUCCION A LA PROGRAMACION _INTRO PROGR -A(),20232_31009_30497_INTRO PROGR -A,20232_31009,INTRODUCCION A LA PROGRAMACION _INTRO PROGR -A(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 1,20232_31009_1,20232_31009,20232_35
1160,20232_31009_30565_PROGR IXD I- B,PROGRAMACION IXD I_PROGR IXD I- B(),20232_31009_30565_PROGR IXD I- B,20232_31009,PROGRAMACION IXD I_PROGR IXD I- B(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 2,20232_31009_2,20232_31009,20232_35
1161,20232_31009_30646_LUDICA Y VIDEOJ,LUDICA Y LOS VIDEOJUEGOS_LUDICA Y VIDEOJ(),20232_31009_30646_LUDICA Y VIDEOJ,20232_31009,LUDICA Y LOS VIDEOJUEGOS_LUDICA Y VIDEOJ(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 6,20232_31009_6,20232_31009,20232_35
1162,20232_31009_30500_PAUTAS DISÑ,PAUTAS DE DISEÑO UNIVERSAL_PAUTAS DISÑ(),20232_31009_30500_PAUTAS DISÑ,20232_31009,PAUTAS DE DISEÑO UNIVERSAL_PAUTAS DISÑ(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 2,20232_31009_2,20232_31009,20232_35
1163,20232_31009_30566_DISIÑ INT I,DISEÑO DE INTERACCION I_DISIÑ INT I(),20232_31009_30566_DISIÑ INT I,20232_31009,DISEÑO DE INTERACCION I_DISIÑ INT I(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 3,20232_31009_3,20232_31009,20232_35
1164,20232_31009_30605_INVES EN DISEÑ II,INVESTIGACION EN DISEÑO DE INTERACCION II_INVES EN DISEÑ II(),20232_31009_30605_INVES EN DISEÑ II,20232_31009,INVESTIGACION EN DISEÑO DE INTERACCION II_INVES EN DISEÑ II(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 4,20232_31009_4,20232_31009,20232_35
1165,20232_31009_30608_TEORI JUEGO,TEORIAS DEL JUEGO [VIRTUAL]_TEORI JUEGO(),20232_31009_30608_TEORI JUEGO,20232_31009,TEORIAS DEL JUEGO [VIRTUAL]_TEORI JUEGO(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 5,20232_31009_5,20232_31009,20232_35
1166,20232_32080_99239_DEPORT TIEM,DEPORTES TIEMPO Y MARCA_DEPORT TIEM(),20232_32080_99239_DEPORT TIEM,20232_32080,DEPORTES TIEMPO Y MARCA_DEPORT TIEM(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 6,20232_32080_6,20232_32080,20232_36
1167,20232_32080_99253_OPC DE GRADO,OPCIÓN DE GRADO_OPC DE GRADO(),20232_32080_99253_OPC DE GRADO,20232_32080,OPCIÓN DE GRADO_OPC DE GRADO(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 9,20232_32080_9,20232_32080,20232_36
1168,20232_32080_99229_PROGR EJER,PROGRAMACIÓN DEL EJERCICIO_PROGR EJER(),20232_32080_99229_PROGR EJER,20232_32080,PROGRAMACIÓN DEL EJERCICIO_PROGR EJER(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 5,20232_32080_5,20232_32080,20232_36
1169,20232_32080_99232_DEPOR CONJ,DEPORTES DE CONJUNTO_DEPOR CONJ(),20232_32080_99232_DEPOR CONJ,20232_32080,DEPORTES DE CONJUNTO_DEPOR CONJ(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 5,20232_32080_5,20232_32080,20232_36
1170,20232_32080_99209_PRAX MOTR,PRAXIOLOGÍA MOTRIZ_PRAX MOTR(),20232_32080_99209_PRAX MOTR,20232_32080,PRAXIOLOGÍA MOTRIZ_PRAX MOTR(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 2,20232_32080_2,20232_32080,20232_36
1171,20232_32080_99208_MORF,MORFOFISIOLOGÍA_MORF(),20232_32080_99208_MORF,20232_32080,MORFOFISIOLOGÍA_MORF(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 2,20232_32080_2,20232_32080,20232_36
1172,20232_30002_95343_ADCONDN1,INGLES I _ADCONDN1(),20232_30002_95343_ADCONDN1,20232_30002,INGLES I _ADCONDN1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 2,20232_30002_2,20232_30002,20232_12
1173,20232_30002_95343_ADMD1,INGLES I _ADMD1(),20232_30002_95343_ADMD1,20232_30002,INGLES I _ADMD1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 2,20232_30002_2,20232_30002,20232_12
1174,20232_30002_95086_IND6,INGLES VI_IND6(),20232_30002_95086_IND6,20232_30002,INGLES VI_IND6(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 6,20232_30002_6,20232_30002,20232_12
1175,20232_30002_95127_DERA2,IDIOMA EXTRANJERO II_DERA2(),20232_30002_95127_DERA2,20232_30002,IDIOMA EXTRANJERO II_DERA2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 2,20232_30002_2,20232_30002,20232_12
1176,20232_30002_95081_ELMEC1,INGLES  I_ELMEC1(),20232_30002_95081_ELMEC1,20232_30002,INGLES  I_ELMEC1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 1,20232_30002_1,20232_30002,20232_12
1177,20232_30002_95085_CULDISA5,INGLES V_CULDISA5(),20232_30002_95085_CULDISA5,20232_30002,INGLES V_CULDISA5(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 5,20232_30002_5,20232_30002,20232_12
1178,20232_30002_95081_AMBIND1B,INGLES  I_AMBIND1B(),20232_30002_95081_AMBIND1B,20232_30002,INGLES  I_AMBIND1B(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 1,20232_30002_1,20232_30002,20232_12
1179,20232_30002_95086_CULF6,INGLES VI_CULF6(),20232_30002_95086_CULF6,20232_30002,INGLES VI_CULF6(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 6,20232_30002_6,20232_30002,20232_12
1180,20232_30002_95128_DERB3,IDIOMA EXTRANJERO III_DERB3(),20232_30002_95128_DERB3,20232_30002,IDIOMA EXTRANJERO III_DERB3(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 3,20232_30002_3,20232_30002,20232_12
1181,20232_30002_95129_DERA4,IDIOMA EXTRANJERO IV_DERA4(),20232_30002_95129_DERA4,20232_30002,IDIOMA EXTRANJERO IV_DERA4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 4,20232_30002_4,20232_30002,20232_12
1182,20232_30002_95344_ADMCONN2,INGLES II_ADMCONN2(),20232_30002_95344_ADMCONN2,20232_30002,INGLES II_ADMCONN2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 2,20232_30002_2,20232_30002,20232_12
1183,20232_30002_95086_ARQA6,INGLES VI_ARQA6(),20232_30002_95086_ARQA6,20232_30002,INGLES VI_ARQA6(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 6,20232_30002_6,20232_30002,20232_12
1184,20232_32020_20422_A,BIENES CIVILES Y COMERCIALES_A(),20232_32020_20422_A,20232_32020,BIENES CIVILES Y COMERCIALES_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 4,20232_32020_4,20232_32020,20232_32
1185,20232_32020_20423_A,TEORIA DE LA PRUEBA_A(),20232_32020_20423_A,20232_32020,TEORIA DE LA PRUEBA_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 4,20232_32020_4,20232_32020,20232_32
1186,20232_32020_21075_D,PNL I: ESCUELAS DE DERECHO  PENAL Y ESQUEMAS DEL DELITO_D(),20232_32020_21075_D,20232_32020,PNL I: ESCUELAS DE DERECHO  PENAL Y ESQUEMAS DEL DELITO_D(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 9,20232_32020_9,20232_32020,20232_32
1187,20232_32020_20230_C,ANALITICA II_C(),20232_32020_20230_C,20232_32020,ANALITICA II_C(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 2,20232_32020_2,20232_32020,20232_32
1188,20232_32020_20505_A,DERECHO DE FAMILIA Y SUCESIONES_A(),20232_32020_20505_A,20232_32020,DERECHO DE FAMILIA Y SUCESIONES_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 5,20232_32020_5,20232_32020,20232_32
1189,20232_32020_20805_B,CONSULTORIO JURIDICO_B(),20232_32020_20805_B,20232_32020,CONSULTORIO JURIDICO_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 8,20232_32020_8,20232_32020,20232_32
1190,20232_32020_20230_A,ANALITICA II_A(),20232_32020_20230_A,20232_32020,ANALITICA II_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 2,20232_32020_2,20232_32020,20232_32
1191,20232_32020_20706_A,INVESTIGACION ASISTIDA II_A(),20232_32020_20706_A,20232_32020,INVESTIGACION ASISTIDA II_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 7,20232_32020_7,20232_32020,20232_32
1192,20232_32020_21049_A,POL III: DERECHO DISCIPLINARIO_A(),20232_32020_21049_A,20232_32020,POL III: DERECHO DISCIPLINARIO_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 9,20232_32020_9,20232_32020,20232_32
1193,20232_32020_37501_C,LAB I: SISTEMA GENERAL DE PENSIONES_C(),20232_32020_37501_C,20232_32020,LAB I: SISTEMA GENERAL DE PENSIONES_C(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 9,20232_32020_9,20232_32020,20232_32
1194,20232_32020_21079_D,PNL VI: DERECHO PENAL COMPARADO_D(),20232_32020_21079_D,20232_32020,PNL VI: DERECHO PENAL COMPARADO_D(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
1195,20232_32020_37505_C,LAB VI: DERECHO INTERNACIONAL DE TRABAJO_C(),20232_32020_37505_C,20232_32020,LAB VI: DERECHO INTERNACIONAL DE TRABAJO_C(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
1196,20232_32020_20804_A,DERECHO PROCESAL LABORAL_A(),20232_32020_20804_A,20232_32020,DERECHO PROCESAL LABORAL_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 7,20232_32020_7,20232_32020,20232_32
1197,20232_32020_20240_B,DERECHO CONSTITUCIONAL COLOMBIANO_B(),20232_32020_20240_B,20232_32020,DERECHO CONSTITUCIONAL COLOMBIANO_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 3,20232_32020_3,20232_32020,20232_32
1198,20232_32020_21078_D,PNL IV: CRIMINOLOGIA_D(),20232_32020_21078_D,20232_32020,PNL IV: CRIMINOLOGIA_D(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 9,20232_32020_9,20232_32020,20232_32
1199,20232_32020_21065_B,PRV X: DERECHO DE SEGUROS_B(),20232_32020_21065_B,20232_32020,PRV X: DERECHO DE SEGUROS_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
1200,20232_32020_21020_B,ANALITICA X_B(),20232_32020_21020_B,20232_32020,ANALITICA X_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
